185,Farina,I-PER
186,'',O
187,',O
188,A,O
189,címvédő,O
190,a,O
191,norvég,B-ORG
192,válogatott,I-ORG
193,volt,O
194,.,O
195,Szénrajzaiban,O
196,a,O
197,műkritika,O
198,Nagy,B-PER
199,István,I-PER
200,folytatását,O
201,látja,O
202,.,O
203,',O
204,'',O
205,Eskilstuna,B-LOC
206,'',O
207,',O
208,ÁTIRÁNYÍTÁS,O
209,Bourbon–Szicíliai,B-PER
210,Teréz,I-PER
211,brazil,I-PER
212,császárné,I-PER
213,',O
214,'',O
215,Stefan,B-PER
216,Bradl,I-PER
217,'',O
218,',O
219,',O
220,'',O
221,Andrea,B-PER
222,Hlaváčková,I-PER
223,Galina,B-PER
224,Voszkobojeva,I-PER
225,'',O
226,',O
227,3–6,O
228,",",O
229,6–0,O
230,",",O
231,[10–5],O
232,A,O
233,Bering-tengeren,B-LOC
234,levő,O
235,szigeteken,O
236,",",O
237,a,O
238,Bering-szigeten,B-LOC
239,és,O
240,a,O
241,Parancsnok-szigeteken,B-LOC
242,élt,O
243,.,O
244,**,O
245,United,B-ORG
246,States,I-ORG
247,Marine,I-ORG
248,Corps,I-ORG
249,Raffaella,B-PER
250,Reggi,I-PER
251,'',O
252,(,O
253,Negyedik,O
254,kör,O
255,),O
256,'',O
257,A,O
258,2013-14-es,B-LOC
259,idényt,I-LOC
260,kölcsönben,O
261,tölti,O
262,a,O
263,Schalke,B-ORG
264,csapatánál,O
265,.,O
266,',O
267,'',O
268,Mattia,B-PER
269,Pasini,I-PER
270,'',O
271,',O
272,vége,O
273,),O
274,",",O
275,amely,O
276,nagy,O
277,hatással,O
278,volt,O
279,a,O
280,későbbiek,O
281,folyamán,O
282,–,O
283,többek,O
284,közt,O
285,még,O
286,Luther,B-PER
287,Mártonra,I-PER
288,is,O
289,.,O
290,',O
291,'',O
292,Andreas,B-PER
293,Ivanschitz,I-PER
294,'',O
295,',O
296,ÁTIRÁNYÍTÁS,O
297,Sztudita,B-PER
298,Szent,I-PER
299,Theodórosz,I-PER
300,',O
301,'',O
302,Xerez,B-ORG
303,0-2,O
304,'',O
305,',O
306,Egyiptom,B-ORG
307,az,O
308,ötödik,O
309,címét,O
310,nyerte,O
311,meg,O
312,",",O
313,a,O
314,fináléban,O
315,a,O
316,gól,O
317,nélküli,O
318,döntetlen,O
319,után,O
320,Elefántcsontpartot,B-ORG
321,4–2-re,O
322,győzte,O
323,le,O
324,a,O
325,büntetőpárbajban,O
326,.,O
327,Amun,O
328,13,O
329,napi,O
330,járóföldre,O
331,telepedett,O
332,le,O
333,Remete,B-PER
334,Szent,I-PER
335,Antaltól,I-PER
336,",",O
337,aki,O
338,nagyra,O
339,becsülte,O
340,és,O
341,tanácsaival,O
342,segítette,O
343,.,O
344,A,O
345,font,B-ORG
346,körülbelül,O
347,"0,5",O
348,kg,O
349,.,O
350,John,B-PER
351,Berger,I-PER
352,(,O
353,művészetkritikus,O
354,",",O
355,író,O
356,",",O
357,festő,O
358,),O
359,A,O
360,csoportban,O
361,Olaszország,B-ORG
362,",",O
363,Ausztria,B-ORG
364,",",O
365,az,O
366,Egyesült,B-ORG
367,Államok,I-ORG
368,és,O
369,Csehszlovákia,B-ORG
370,szerepelt,O
371,.,O
372,ÁTIRÁNYÍTÁS,O
373,Bartolomeo,B-ORG
374,Colleoni,I-ORG
375,lovas,I-ORG
376,szobra,I-ORG
377,IF,B-ORG
378,Elfsborg,I-ORG
379,(,O
380,1,O
381,),O
382,Gilles,B-PER
383,Simon,I-PER
384,'',O
385,(,O
386,Harmadik,O
387,kör,O
388,),O
389,'',O
390,Király-erdő,B-LOC
391,hegység,I-LOC
392,–,O
393,az,O
394,Erdélyi-középhegység,B-LOC
395,része,O
396,),O
397,az,O
398,Oasis,B-ORG
399,zenekar,O
400,énekese,O
401,",",O
402,frontembere,O
403,és,O
404,alkalmi,O
405,gitárosa,O
406,.,O
407,A,O
408,neje,O
409,",",O
410,Irka,O
411,levelével,O
412,például,O
413,egy,O
414,csinos,O
415,lány,O
416,érkezett,O
417,hozzá,O
418,",",O
419,aki,O
420,egy,O
421,pár,O
422,napot,O
423,kívánt,O
424,Leningrádban,B-LOC
425,tölteni,O
426,.,O
427,Ybl,B-PER
428,Miklós,I-PER
429,halála,O
430,után,O
431,őt,O
432,hívták,O
433,meg,O
434,a,O
435,magyar,B-ORG
436,királyi,I-ORG
437,vár,I-ORG
438,építésének,O
439,vezetésére,O
440,.,O
441,Szeles,B-PER
442,Mónika,I-PER
443,'',O
444,(,O
445,Negyeddöntős,O
446,),O
447,'',O
448,Alexander,B-PER
449,Brody,I-PER
450,üzletember,O
451,",",O
452,reklámszakember,O
453,",",O
454,író,O
455,Martyn,B-PER
456,Ferenc,I-PER
457,(,O
458,1899–1986,O
459,),O
460,[MÉL,O
461,.,O
462,A,O
463,Karib-térségben,B-LOC
464,",",O
465,Franciaországhoz,B-LOC
466,tartozó,O
467,Guadeloupe,B-LOC
468,szigetén,O
469,élt,O
470,.,O
471,',O
472,'',O
473,BAFTA-díj,B-ORG
474,'',O
475,',O
476,',O
477,'',O
478,Győztes,O
479,'',O
480,',O
481,Lisa,B-PER
482,Raymond,I-PER
483,Ekkor,O
484,vásárolta,O
485,meg,O
486,Třeboň,B-LOC
487,városa,O
488,III,O
489,.,O
490,Az,O
491,érettségi,O
492,után,O
493,egy,O
494,évig,O
495,segédmunkásként,O
496,dolgozott,O
497,",",O
498,kerámiakészítést,O
499,tanult,O
500,Budapesten,B-LOC
501,.,O
502,A,O
503,repülőgépet,O
504,indiai,B-LOC
505,megrendelésre,O
506,fejlesztették,O
507,ki,O
508,az,O
509,Antonov,B-ORG
510,tervezőirodánál,O
511,.,O
512,Tempest]],O
513,(,O
514,DC,B-ORG
515,Comics,I-ORG
516,),O
517,Miután,O
518,V.,B-PER
519,Keresztély,I-PER
520,dán,I-PER
521,király,I-PER
522,jóváhagyta,O
523,a,O
524,helyszínt,O
525,",",O
526,azonnal,O
527,megkezdődött,O
528,az,O
529,építkezés,O
530,.,O
531,ÁTIRÁNYÍTÁS,O
532,Méra,B-LOC
533,(,I-LOC
534,Magyarország,I-LOC
535,),I-LOC
536,',O
537,'',O
538,Aprilia,B-ORG
539,'',O
540,',O
541,Debreceni,B-ORG
542,Egyetem,I-ORG
543,és,O
544,a,O
545,Szegedi,B-ORG
546,Tudományegyetem,I-ORG
547,díszdoktora,O
548,1980-1998,O
549,között,O
550,a,O
551,Magyar,B-ORG
552,Televízió,I-ORG
553,díszlettervezője,O
554,volt,O
555,.,O
556,',O
557,'',O
558,II.,B-PER
559,Erzsébet,I-PER
560,brit,I-PER
561,királynő,I-PER
562,'',O
563,',O
564,ÁTIRÁNYÍTÁS,O
565,1973-as,B-ORG
566,Formula–1,I-ORG
567,olasz,I-ORG
568,nagydíj,I-ORG
569,',O
570,'',O
571,Neusalza-Spremberg,B-LOC
572,'',O
573,',O
574,Megyeszékhelye,O
575,Grenada,B-LOC
576,",",O
577,legnagyobb,O
578,városa,O
579,Grenada,B-LOC
580,.,O
581,A,O
582,dal,O
583,producere,O
584,Dieter,B-PER
585,Bohlen,I-PER
586,volt,O
587,.,O
588,Magyarországon,B-LOC
589,nem,O
590,fordul,O
591,elő,O
592,.,O
593,Az,O
594,Európai,B-ORG
595,Unió,I-ORG
596,tagja,O
597,.,O
598,Eléni,B-PER
599,Danjilídu,I-PER
600,'',O
601,(,O
602,első,O
603,kör,O
604,),O
605,ÁTIRÁNYÍTÁS,O
606,Thascius,B-PER
607,Caecilius,I-PER
608,Cyprianus,I-PER
609,1930,B-ORG
610,Csehszlovákia,B-ORG
611,'',O
612,tagjaként,O
613,szerepelt,O
614,.,O
615,AZ,B-ORG
616,(,O
617,"46,695",O
618,),O
619,Gilles,B-PER
620,Simon,I-PER
621,'',O
622,(,O
623,Harmadik,O
624,kör,O
625,),O
626,'',O
627,'',O
628,Good,B-ORG
629,Vibrations,I-ORG
630,'',O
631,–,O
632,3:36,O
633,Közigazgatásilag,O
634,Gornja,B-LOC
635,Stubicához,I-LOC
636,tartozik,O
637,.,O
638,1953-1956,O
639,között,O
640,a,O
641,Magyar,B-ORG
642,Tudományos,I-ORG
643,Akadémia,I-ORG
644,aspiránsa,O
645,volt,O
646,.,O
647,Guy,B-PER
648,Chambers,I-PER
649,",",O
650,Robbie,B-PER
651,Williams,I-PER
652,Később,O
653,azonban,O
654,a,O
655,legtöbb,O
656,epizódban,O
657,Stewie-val,B-PER
658,láthatjuk,O
659,együtt,O
660,",",O
661,és,O
662,úgy,O
663,látszik,O
664,",",O
665,ő,O
666,az,O
667,egyetlen,O
668,a,O
669,családban,O
670,",",O
671,aki,O
672,megérti,O
673,a,O
674,legkisebb,O
675,gyerek,O
676,beszédét,O
677,.,O
678,Lady,B-PER
679,Gaga,I-PER
680,—,O
681,Poker,B-ORG
682,Face,I-ORG
683,'',O
684,Emellett,O
685,felajánlották,O
686,neki,O
687,",",O
688,hogy,O
689,csatlakozzon,O
690,a,O
691,The,B-ORG
692,Cure,I-ORG
693,együtteshez,O
694,",",O
695,ő,O
696,azonban,O
697,nem,O
698,fogadta,O
699,el,O
700,azt,O
701,.,O
702,Costa,B-LOC
703,Rica,I-LOC
704,",",O
705,Honduras,B-LOC
706,",",O
707,Nicaragua,B-LOC
708,",",O
709,Panama,B-LOC
710,",",O
711,Bolívia,B-LOC
712,",",O
713,Brazília,B-LOC
714,",",O
715,Kolumbia,B-LOC
716,",",O
717,Ecuador,B-LOC
718,",",O
719,Francia,B-LOC
720,Guyana,I-LOC
721,",",O
722,Guyana,B-LOC
723,",",O
724,Peru,B-LOC
725,",",O
726,Suriname,B-LOC
727,és,O
728,Venezuela,B-LOC
729,területén,O
730,honos,O
731,.,O
732,a,O
733,Cheers,B-ORG
734,vagy,O
735,a,O
736,Drót,B-ORG
737,.,O
738,Lock,B-ORG
739,Up,I-ORG
740,the,I-ORG
741,Wolves,I-ORG
742,'',O
743,ÁTIRÁNYÍTÁS,O
744,FA,B-ORG
745,Pjunik,I-ORG
746,Jerevan,I-ORG
747,',O
748,'',O
749,Atlético,B-ORG
750,de,I-ORG
751,Madrid,I-ORG
752,'',O
753,',O
754,Az,O
755,esküvői,O
756,ünnepségek,O
757,után,O
758,a,O
759,házaspár,O
760,Schwerinbe,B-LOC
761,költözött,O
762,.,O
763,',O
764,'',O
765,Green,B-ORG
766,Day,I-ORG
767,'',O
768,',O
769,',O
770,'',O
771,Bella,B-PER
772,Swan,I-PER
773,'',O
774,',O
775,ÁTIRÁNYÍTÁS,O
776,Borisz,B-PER
777,Alekszandrovics,I-PER
778,Ribakov,I-PER
779,Giuseppe,B-PER
780,Signori,I-PER
781,(,O
782,1984-86,O
783,),O
784,Gare,B-ORG
785,de,I-ORG
786,Moret,I-ORG
787,-,I-ORG
788,Veneux-les-Sablons,I-ORG
789,A,O
790,Spanyol,B-ORG
791,körversenyen,I-ORG
792,is,O
793,szakaszt,O
794,nyert,O
795,.,O
796,ÁTIRÁNYÍTÁS,O
797,Ivan,B-PER
798,Alekszandrovics,I-PER
799,Orlov,I-PER
800,Ennek,O
801,ellenére,O
802,vannak,O
803,hivatalos,O
804,portolások,O
805,DEC,B-ORG
806,Alpha,I-ORG
807,és,O
808,SPARC,B-ORG
809,rendszerekre,O
810,is,O
811,.,O
812,',O
813,'',O
814,Samantha,B-PER
815,Jones,I-PER
816,'',O
817,',O
818,Magánéletéből,O
819,",",O
820,amennyire,O
821,lehet,O
822,",",O
823,igyekszik,O
824,kizárni,O
825,a,O
826,médiát,O
827,",",O
828,így,O
829,azonkívül,O
830,",",O
831,hogy,O
832,Inter-drukker,B-ORG
833,",",O
834,valamint,O
835,balkezes,O
836,",",O
837,nem,O
838,sokat,O
839,lehet,O
840,tudni,O
841,.,O
842,Közigazgatásilag,O
843,Kloštar,B-LOC
844,Ivanićhoz,I-LOC
845,tartozik,O
846,.,O
847,DeKalb,B-LOC
848,megye,I-LOC
849,(,I-LOC
850,Tennessee,I-LOC
851,),I-LOC
852,Hiába,O
853,hívták,O
854,Rómába,B-LOC
855,",",O
856,nem,O
857,ment,O
858,.,O
859,Árpád-házi,B-PER
860,Szent,I-PER
861,Erzsébet,I-PER
862,",",O
863,II,O
864,.,O
865,Lengyelországban,B-LOC
866,közlekedtet,O
867,regionális,O
868,vonatokat,O
869,.,O
870,ÁTIRÁNYÍTÁS,O
871,Bailleul,B-LOC
872,(,I-LOC
873,Somme,I-LOC
874,),I-LOC
875,Elsősorban,O
876,a,O
877,Dél-afrikai,B-LOC
878,Köztársaságban,I-LOC
879,élnek,O
880,",",O
881,ahol,O
882,a,O
883,létszámuk,O
884,mintegy,O
885,11,O
886,millió,O
887,fő,O
888,.,O
889,A,O
890,Szelenge,B-LOC
891,folyónál,O
892,felfedezett,O
893,sziklarajzokon,O
894,négyszögletes,O
895,kerítéssel,O
896,ábrázolták,O
897,a,O
898,világ,O
899,határán,O
900,lévő,O
901,világhegyet,O
902,",",O
903,azon,O
904,belül,O
905,az,O
906,ősök,O
907,szellemével,O
908,.,O
909,A,O
910,pénzt,O
911,a,O
912,főrendek,O
913,közt,O
914,bátyja,O
915,",",O
916,Mihály,B-PER
917,osztotta,O
918,szét,O
919,",",O
920,és,O
921,ugyanő,O
922,szedte,O
923,össze,O
924,a,O
925,fegyveres,O
926,erőt,O
927,",",O
928,amelynek,O
929,meghatározó,O
930,szerep,O
931,volt,O
932,szánva,O
933,.,O
934,A,O
935,Magyar,B-ORG
936,Iparművészeti,I-ORG
937,Főiskolán,I-ORG
938,tanult,O
939,1941-46,O
940,között,O
941,.,O
942,ÁTIRÁNYÍTÁS,O
943,Anne,B-PER
944,Hathaway,I-PER
945,(,I-PER
946,színművész,I-PER
947,),I-PER
948,===,O
949,Rajna-vidék-Pfalz,B-LOC
950,és,O
951,Saar-vidék,B-LOC
952,===,O
953,Strømsgodset,B-ORG
954,'',O
955,(,O
956,T,O
957,),O
958,(,O
959,"8,825",O
960,),O
961,Jelenleg,O
962,ProTour,B-ORG
963,besorolással,O
964,rendelkezik,O
965,.,O
966,Marcus,B-PER
967,Claudius,I-PER
968,Marcellus,I-PER
969,például,O
970,egész,O
971,Sicilia,B-LOC
972,patronusa,O
973,volt,O
974,.,O
975,The,B-ORG
976,Sunday,I-ORG
977,Times,I-ORG
978,'',O
979,',O
980,'',O
981,Pest,B-PER
982,Krisztián,I-PER
983,'',O
984,',O
985,Marcelo,B-PER
986,Melo,I-PER
987,/,O
988,André,B-PER
989,Sá,I-PER
990,'',O
991,(,O
992,Harmadik,O
993,kör,O
994,",",O
995,visszaléptek,O
996,),O
997,ÁTIRÁNYÍTÁS,O
998,Észak-amerikai,B-ORG
999,Szabadkereskedelmi,I-ORG
1000,Egyezmény,I-ORG
1001,ÁTIRÁNYÍTÁS,O
1002,Versonnex,B-LOC
1003,(,I-LOC
1004,Haute-Savoie,I-LOC
1005,),I-LOC
1006,Mára,O
1007,elfogadott,O
1008,tény,O
1009,hogy,O
1010,valahonnan,O
1011,a,O
1012,Francia,B-LOC
1013,Polinézia,I-LOC
1014,területéről,O
1015,származhatott,O
1016,.,O
1017,Ernst,B-ORG
1018,Happel,I-ORG
1019,Stadion,I-ORG
1020,",",O
1021,Bécs,B-LOC
1022,Éghajlata,O
1023,nedves,O
1024,és,O
1025,legjobbana,O
1026,a,O
1027,Fekete-tenger,B-LOC
1028,irányából,O
1029,érkező,O
1030,légtömegek,O
1031,befolyásolják,O
1032,.,O
1033,',O
1034,'',O
1035,Alain,B-PER
1036,Prost,I-PER
1037,'',O
1038,',O
1039,A,O
1040,kolumbiai,B-ORG
1041,válogatott,I-ORG
1042,tagjaként,O
1043,részt,O
1044,vett,O
1045,az,O
1046,1990-es,B-ORG
1047,világbajnokságon,I-ORG
1048,.,O
1049,225,O
1050,kört,O
1051,teljesítettek,O
1052,csapattársával,O
1053,",",O
1054,Phil,B-PER
1055,Hillel,I-PER
1056,.,O
1057,Vágújhelytől,B-LOC
1058,12,O
1059,km-re,O
1060,északnyugatra,O
1061,található,O
1062,.,O
1063,Részt,O
1064,vett,O
1065,az,O
1066,1848–49-es,B-ORG
1067,forradalom,I-ORG
1068,és,I-ORG
1069,szabadságharcban,I-ORG
1070,.,O
1071,150,O
1072,éve,O
1073,hunyt,O
1074,el,O
1075,Semmelweis,B-PER
1076,Ignác,I-PER
1077,Fly,B-ORG
1078,on,I-ORG
1079,the,I-ORG
1080,Wings,I-ORG
1081,of,I-ORG
1082,Love,I-ORG
1083,Római,B-ORG
1084,katolikus,I-ORG
1085,vallásban,I-ORG
1086,nevelkedett,O
1087,.,O
1088,Három,O
1089,szezon,O
1090,után,O
1091,a,O
1092,Bayern,B-ORG
1093,Münchenhez,I-ORG
1094,igazolt,O
1095,",",O
1096,ahol,O
1097,négy,O
1098,idényen,O
1099,át,O
1100,játszott,O
1101,.,O
1102,Apátsága,O
1103,szerepel,O
1104,az,O
1105,UNESCO,B-ORG
1106,Világörökségi,B-ORG
1107,listáján,O
1108,.,O
1109,',O
1110,'',O
1111,Real,B-ORG
1112,Valladolid,I-ORG
1113,CF,I-ORG
1114,'',O
1115,',O
1116,',O
1117,'',O
1118,Chick,B-PER
1119,Coreával,I-PER
1120,'',O
1121,',O
1122,ÁTIRÁNYÍTÁS,O
1123,Santa,B-ORG
1124,Maria,I-ORG
1125,della,I-ORG
1126,Mercede,I-ORG
1127,a,I-ORG
1128,Montecalvario,I-ORG
1129,ÁTIRÁNYÍTÁS,O
1130,Ferenc,B-PER
1131,magyar,I-PER
1132,király,I-PER
1133,FK,B-ORG
1134,SarajevoT,I-ORG
1135,(,O
1136,"3,324",O
1137,),O
1138,',O
1139,'',O
1140,(,O
1141,x,O
1142,),O
1143,',O
1144,'',O
1145,Portland,B-ORG
1146,Trail,I-ORG
1147,Blazers,I-ORG
1148,Mögötte,O
1149,12.66,O
1150,ponttal,O
1151,a,O
1152,bronzérmes,O
1153,Carolina,B-PER
1154,Kostner,I-PER
1155,lett,O
1156,.,O
1157,Tesztpilótának,O
1158,a,O
1159,lengyel,B-LOC
1160,Robert,B-PER
1161,Kubicát,I-PER
1162,szerződtették,O
1163,.,O
1164,Zsarnócától,B-LOC
1165,9,O
1166,km-re,O
1167,északnyugatra,O
1168,fekszik,O
1169,.,O
1170,A,O
1171,döntőt,O
1172,Eindhovenben,B-LOC
1173,Hollandiában,B-LOC
1174,rendezték,O
1175,a,O
1176,Philips,B-ORG
1177,Stadionban,I-ORG
1178,Herbert,B-PER
1179,Fandel,I-PER
1180,vezetésével,O
1181,.,O
1182,Rátót,B-LOC
1183,'',O
1184,–,O
1185,a,O
1186,folyó,O
1187,bal,O
1188,partján,O
1189,",",O
1190,200,O
1191,lakos,O
1192,.,O
1193,Frankfurt,B-LOC
1194,am,I-LOC
1195,Main,I-LOC
1196,",",O
1197,Németország,B-LOC
1198,Szargon,B-PER
1199,",",O
1200,az,O
1201,Akkád,B-LOC
1202,Birodalom,I-LOC
1203,alapítója,O
1204,.,O
1205,ÁTIRÁNYÍTÁS,O
1206,Business,B-ORG
1207,Network,I-ORG
1208,International,I-ORG
1209,A,O
1210,kis,O
1211,csapatot,O
1212,Fidel,B-PER
1213,Castro,I-PER
1214,vezette,O
1215,.,O
1216,',O
1217,'',O
1218,Sam,B-PER
1219,Querrey,I-PER
1220,'',O
1221,',O
1222,Elárulja,O
1223,",",O
1224,hogy,O
1225,a,O
1226,neve,O
1227,Desmond,B-PER
1228,",",O
1229,majd,O
1230,megkérdezi,O
1231,",",O
1232,hányan,O
1233,betegedtek,O
1234,meg,O
1235,a,O
1236,túlélők,O
1237,közül,O
1238,.,O
1239,;,O
1240,',O
1241,'',O
1242,NB,B-ORG
1243,I,I-ORG
1244,'',O
1245,',O
1246,',O
1247,'',O
1248,(,O
1249,y,O
1250,),O
1251,',O
1252,'',O
1253,Utah,B-ORG
1254,Jazz,I-ORG
1255,',O
1256,'',O
1257,Budapest,B-ORG
1258,Honvéd,I-ORG
1259,FC,I-ORG
1260,'',O
1261,',O
1262,Egyike,O
1263,a,O
1264,két,O
1265,új,O
1266,dalnak,O
1267,",",O
1268,ami,O
1269,szerepel,O
1270,az,O
1271,albumon,O
1272,(,O
1273,a,O
1274,másik,O
1275,a,O
1276,kislemezen,O
1277,már,O
1278,megjelent,O
1279,Runaway,B-ORG
1280,),O
1281,.,O
1282,A,O
1283,Ramones,B-ORG
1284,együttes,O
1285,„Pinhead”,O
1286,című,O
1287,dalát,O
1288,a,O
1289,film,O
1290,vetítése,O
1291,ihlette,O
1292,.,O
1293,ÁTIRÁNYÍTÁS,O
1294,Mozart,B-ORG
1295,:,I-ORG
1296,17.,I-ORG
1297,szimfónia,I-ORG
1298,Werner,B-PER
1299,Heisenberg,I-PER
1300,(,O
1301,1901–1976,O
1302,),O
1303,A,O
1304,spanyolok,B-ORG
1305,elleni,O
1306,negyeddöntőben,O
1307,ismét,O
1308,kulcsszerepet,O
1309,játszott,O
1310,csapata,O
1311,továbbjutásában,O
1312,.,O
1313,A,O
1314,welaiták,O
1315,elsősorban,O
1316,a,O
1317,Déli,B-LOC
1318,nemzetek,I-LOC
1319,",",I-LOC
1320,nemzetiségek,I-LOC
1321,és,I-LOC
1322,népek,I-LOC
1323,szövetségi,I-LOC
1324,államban,I-LOC
1325,",",O
1326,annak,O
1327,középső,O
1328,részén,O
1329,fekvő,O
1330,''Welaita,O
1331,Zóná,O
1332,'',O
1333,ban,O
1334,élnek,O
1335,.,O
1336,A,O
1337,gerillák,O
1338,szeme,O
1339,előtt,O
1340,Mao,B-PER
1341,Ce-tung,I-PER
1342,példája,O
1343,lebegett,O
1344,",",O
1345,azonosultak,O
1346,az,O
1347,ő,O
1348,ideológiájával,O
1349,és,O
1350,könyörtelenségével,O
1351,.,O
1352,A,O
1353,Bükk-vidék,B-LOC
1354,lankái,O
1355,között,O
1356,fekszik,O
1357,",",O
1358,Miskolctól,B-LOC
1359,közúton,O
1360,45,O
1361,kilométerre,O
1362,nyugatra,O
1363,",",O
1364,Ózdtól,B-LOC
1365,8,O
1366,kilométerre,O
1367,keletre,O
1368,.,O
1369,A,O
1370,németeket,B-ORG
1371,5–0-ra,O
1372,és,O
1373,4–1-re,O
1374,győzték,O
1375,le,O
1376,",",O
1377,végül,O
1378,a,O
1379,lengyeleket,B-ORG
1380,10–0-ra,O
1381,és,O
1382,9–0-ra,O
1383,verték,O
1384,.,O
1385,',O
1386,'',O
1387,Real,B-ORG
1388,Madrid,I-ORG
1389,CF,I-ORG
1390,'',O
1391,',O
1392,Dragon,B-ORG
1393,Ball,I-ORG
1394,(,I-ORG
1395,anime,I-ORG
1396,),I-ORG
1397,',O
1398,'',O
1399,Andrea,B-PER
1400,Hlaváčková,I-PER
1401,Lucie,B-PER
1402,Hradecká,I-PER
1403,'',O
1404,',O
1405,Ecuador,B-LOC
1406,",",O
1407,Brazília,B-LOC
1408,",",O
1409,Panama,B-LOC
1410,",",O
1411,Peru,B-LOC
1412,",",O
1413,Venezuela,B-LOC
1414,',O
1415,'',O
1416,Honda,B-ORG
1417,'',O
1418,',O
1419,Csillagot,O
1420,kapott,O
1421,a,O
1422,Hollywood,B-ORG
1423,Walk,I-ORG
1424,of,I-ORG
1425,Fame-en,I-ORG
1426,.,O
1427,',O
1428,'',O
1429,Feröer,B-LOC
1430,'',O
1431,',O
1432,A,O
1433,Pannónia,B-ORG
1434,Filmstúdió,I-ORG
1435,készítette,O
1436,.,O
1437,',O
1438,'',O
1439,Jonas,B-PER
1440,Folger,I-PER
1441,'',O
1442,',O
1443,Egy,O
1444,nappal,O
1445,később,O
1446,",",O
1447,a,O
1448,Dagenham,B-ORG
1449,&,I-ORG
1450,Redbridge,I-ORG
1451,ellen,O
1452,debütált,O
1453,a,O
1454,csapatban,O
1455,.,O
1456,',O
1457,'',O
1458,Estoril,B-ORG
1459,Open,I-ORG
1460,'',O
1461,',O
1462,",",O
1463,Estoril,B-LOC
1464,Egy,O
1465,másik,O
1466,feltétel,O
1467,pedig,O
1468,az,O
1469,volt,O
1470,",",O
1471,hogy,O
1472,a,O
1473,székhelye,O
1474,Nagyváradon,B-LOC
1475,legyen,O
1476,.,O
1477,Ezzel,O
1478,az,O
1479,új,O
1480,védelmi,O
1481,vonallal,O
